accx,accy,accz,gryx,gryy,gryz,number,activity
1.0685236,0.18749472,-0.0015897499,-0.35103807,1.3163098,1.243198,12.0,1
0.3542499,0.0027897237,-0.39746237,0.5426578,-0.4230329,-0.41380012,12.0,1
-0.12496966,-0.002245761,-0.2862795,0.6315474,-1.4559362,-0.9159662,12.0,1
-0.23266181,-0.0031478964,-0.2987523,-0.1511106,-1.8749025,-1.3631545,12.0,1
0.013306016,-0.10548373,0.054786038,0.37540287,-2.6549773,-1.8473263,12.0,1
0.29671916,-0.115297094,0.066170946,0.6318092,-2.6438072,-2.2860672,12.0,1
0.72310156,-0.017600255,0.2230783,0.66888,-3.6183991,-3.385066,12.0,1
1.1871055,0.13800083,0.53300005,0.9451307,-1.8927921,-2.1863565,12.0,1
1.7152109,0.050991707,0.5547365,2.604293,-1.5104603,-1.9359716,12.0,1
1.861943,-0.06833243,1.0449207,2.94643,-0.82482517,-0.10307915,12.0,1
1.8286701,-0.13679607,0.033559047,2.0449674,0.1629614,-0.12198106,12.0,1
1.2392771,-0.1340389,0.90546024,-1.6464388,-1.9264945,0.35318482,12.0,1
1.3386269,0.092210285,0.6673684,0.24671975,1.8265917,0.14844026,12.0,1
0.73872423,0.055789687,2.405828,-0.473822,0.7301934,0.21139428,12.0,1
1.0391793,0.035354696,0.0012306197,-2.3167675,1.0136,0.47548005,12.0,1
1.0382121,-0.0033001676,1.282028,-1.0248573,2.3920085,1.1698244,12.0,1
1.4168637,-0.02110824,1.0374545,-1.7580353,2.558548,1.4239793,12.0,1
1.5000794,-0.043400176,0.9277627,-2.0572371,2.36815,1.68529,12.0,1
1.5563662,0.04018907,0.9442061,-1.1607661,2.3260179,1.8522133,12.0,1
1.480941,-0.033419225,0.5319045,-1.4158983,1.9093379,1.9946146,12.0,1
1.2399724,-0.14502159,0.43852773,-0.92776465,1.7383305,2.0969434,12.0,1
0.89272976,-0.21684285,0.24729231,-1.2284325,1.3937676,1.8882717,12.0,1
0.5288006,-0.22366151,0.15374893,-0.8871509,0.28953266,0.3972893,12.0,1
0.18026231,-0.1747365,0.21723934,0.1627345,-0.27091,0.056478854,12.0,1
-0.37538114,-0.143677,-0.28491098,0.6255435,-0.44668213,-0.2804395,12.0,1
-0.16459179,-0.14764372,-0.12308784,0.94289666,-1.375651,-0.67638487,12.0,1
-0.18929611,-0.18998182,-0.06870018,0.29749137,-2.0797691,-1.2083962,12.0,1
-0.023892218,-0.23935983,0.24166784,-2.5363822,-2.2754555,-1.4006616,12.0,1
0.35350388,-0.22714078,0.37141153,1.2260938,-3.6952808,-3.6359746,12.0,1
0.6729402,-0.041535567,0.3167816,0.2962522,-1.8967365,-3.1095834,12.0,1
0.9753517,-0.08042219,-0.090858996,0.93191856,-1.6572076,-3.0832987,12.0,1
1.4944799,-0.1393617,0.99843377,1.9985765,-1.1860559,-2.381275,12.0,1
1.9545248,-0.29890746,0.9615296,0.58044416,-0.5218011,-0.65818113,12.0,1
1.6821315,-0.46953458,0.20666464,0.022567106,-1.2582078,-0.8146499,12.0,1
1.4920713,-0.1835443,0.86372644,2.418782,0.045396015,-0.7856076,12.0,1
1.0398009,-0.07162494,0.29193842,0.75239396,0.099902645,0.15833627,12.0,1
1.2544161,-0.06811504,0.10674788,-0.9626713,-0.15707964,0.28841567,12.0,1
1.1846653,-0.09364585,0.9755319,0.62999403,0.1817935,0.24708626,12.0,1
1.017439,0.007707414,0.17963792,-0.086638145,0.14023721,0.20207421,12.0,1
0.9951145,0.053183835,0.25111252,0.34747759,0.6280044,0.32271138,12.0,1
0.96213484,0.06107896,0.36982468,0.46588072,1.3927203,0.5484348,12.0,1
-0.037203267,-0.5311111,-0.80837,0.017431026,0.025110325,-0.026479848,3.0,1
-0.05769834,-0.54879916,-0.79187405,0.04841484,0.09276482,-0.08552001,3.0,1
-0.065181024,-0.55212426,-0.8062712,0.07400688,0.048292525,-0.1132648,3.0,1
-0.057913154,-0.5491029,-0.7994138,0.04147121,0.014265394,-0.093457654,3.0,1
-0.05386738,-0.5387094,-0.84111816,0.06856722,-0.039160263,-0.058837906,3.0,1
-0.065476224,-0.55700314,-0.8415947,0.057616748,-0.02749783,-0.0414263,3.0,1
-0.018577507,-0.5425396,-0.8292662,0.027062465,-0.03306682,-0.05618741,3.0,1
-0.023063067,-0.54454947,-0.78675944,0.07904853,-0.011434192,-0.06753849,3.0,1
-0.004462468,-0.5336604,-0.80702555,0.052119274,0.010832969,-0.07058072,3.0,1
-0.02065885,-0.55629486,-0.83085144,0.034180593,-0.017664237,-0.056344043,3.0,1
-0.026477296,-0.569795,-0.7938646,0.017164772,-0.019248752,-0.026623748,3.0,1
-0.032532416,-0.56833136,-0.80897444,0.019666538,-0.005867591,-0.027162397,3.0,1
-0.0056008482,-0.5696549,-0.768533,0.022720398,-0.005954736,0.0103511065,3.0,1
-0.01999802,-0.5757198,-0.78474605,0.010992708,-0.0017146473,0.004887816,3.0,1
-0.005545159,-0.57067776,-0.79703295,0.057812557,-0.010730289,0.007444215,3.0,1
-0.01575653,-0.5759221,-0.79046905,0.01598822,0.0045807115,-0.020908589,3.0,1
-0.012914029,-0.5779611,-0.7929245,-0.0037209578,0.0022919932,-0.014263149,3.0,1
-0.023948258,-0.58217794,-0.79641056,0.008814105,-0.016058877,-0.047635794,3.0,1
-0.019836945,-0.58284867,-0.7862493,-0.0040482203,-0.0047088414,-0.010439826,3.0,1
-0.023147756,-0.589407,-0.77344537,0.011642609,-0.0014787548,7.14527e-05,3.0,1
-0.022172023,-0.5892734,-0.7775534,0.0030221394,-0.008992922,-0.006290806,3.0,1
-0.013071884,-0.5813906,-0.79341173,-0.00962958,-0.0034894296,-0.004046131,3.0,1
-0.014108134,-0.5831116,-0.7863848,0.031810578,-0.013832746,0.0078518465,3.0,1
-0.0038703992,-0.5762633,-0.7933092,0.011411199,-0.0032421774,0.004606897,3.0,1
-0.015865767,-0.5839782,-0.79224926,0.011230758,0.00024653017,0.015596557,3.0,1
-0.016506005,-0.582549,-0.7914727,-0.011347201,-0.0048766076,-0.01503888,3.0,1
-0.007253849,-0.5861249,-0.77768415,0.0017993887,0.0065714833,-0.0024005445,3.0,1
-0.01728184,-0.58649176,-0.7921001,-0.017037882,-0.0016719435,-0.01129074,3.0,1
-0.020555655,-0.5868174,-0.77928746,0.0028238161,-0.015396746,-0.016882531,3.0,1
-0.025549188,-0.5899059,-0.77976143,-0.0109375445,-0.0066922214,-0.038489714,3.0,1
-0.024514075,-0.59236896,-0.78993183,-0.009830554,-0.0008932005,-0.04020977,3.0,1
-0.026416376,-0.5905384,-0.778798,0.0030028853,-0.0110475775,-0.023680758,3.0,1
-0.01720504,-0.5885049,-0.78926885,-0.023066767,-0.0006665664,-0.020267997,3.0,1
-0.017852535,-0.5879262,-0.7890597,-0.0045314115,0.0030957633,0.0011655162,3.0,1
-0.0036650847,-0.57953835,-0.7923748,-0.011883975,0.0011951467,-0.0044249906,3.0,1
-0.010520933,-0.5825617,-0.7884594,-0.009239766,0.0031285314,-0.012754392,3.0,1
-0.015162768,-0.58618397,-0.78373593,0.009226589,-0.012123298,-0.016372561,3.0,1
-0.020204028,-0.5886625,-0.79398197,-0.022448799,-0.003060565,-0.007851245,3.0,1
-0.02063589,-0.58574873,-0.7843942,-0.013293573,-0.0052632894,-0.0010605329,3.0,1
-0.011640253,-0.5798149,-0.78680456,-0.007861223,-0.004867673,-0.015160691,3.0,1
-0.015211048,-0.5844651,-0.7808395,0.007556409,-0.022403944,-0.011730215,3.0,1
-0.013633056,-0.5829965,-0.7894566,-0.024333535,-0.016686779,-0.00932659,3.0,1
-0.01836427,-0.5835931,-0.7831568,-0.019104218,0.029907525,-0.0011546905,3.0,1
-0.011880798,-0.5732373,-0.78417873,-0.005942101,0.01305137,-0.0077699427,3.0,1
-0.021637656,-0.5878858,-0.79000264,-0.012553063,0.005681692,0.012076072,3.0,1
-0.01503202,-0.5831911,-0.79795086,-0.013740609,0.010456631,0.012499077,3.0,1
-0.007372727,-0.5755962,-0.7997753,-0.020840177,0.02732409,0.011237122,3.0,1
-0.0098868925,-0.5773717,-0.781222,-0.016412387,-0.01196387,0.0040098536,3.0,1
-0.013504624,-0.58217305,-0.79208356,-0.020523325,-0.07685351,-0.041209936,3.0,1
-0.014963041,-0.57474554,-0.79380524,-0.014364752,-0.040851615,-0.0071928627,3.0,1
0.67414963,0.75056165,0.057677545,0.16954048,-0.34770945,-0.041439693,10.0,1
0.7641853,0.8160609,0.1180436,0.7735449,0.44185972,0.1592864,10.0,1
0.8349204,0.87143075,0.12043909,1.4006808,0.85956925,0.45999506,10.0,1
0.81763875,0.9070549,0.25236148,0.73306483,0.66217697,0.40794936,10.0,1
0.88344604,0.9089371,0.13713896,0.6586486,0.10334532,0.638655,10.0,1
0.76942116,0.8618147,0.23935744,0.24319585,-0.2912904,0.30674928,10.0,1
0.74659574,0.9137622,0.40313977,-0.73091155,0.68510175,-0.22496937,10.0,1
0.8044294,0.96310914,0.37456512,-2.1592777,1.3648099,-0.37273663,10.0,1
0.8609969,1.0928072,0.27248353,-2.9935315,1.8573977,-0.6241389,10.0,1
0.9030889,1.0884612,0.042551808,-2.9903355,1.1486611,-0.46282747,10.0,1
0.7613108,0.8474418,-0.012886408,-1.9413552,1.0763136,-0.56570154,10.0,1
0.6853057,0.5216908,0.18275574,-1.7386509,0.5165889,-0.107486024,10.0,1
0.5189911,0.40557855,0.19818947,-0.7526733,0.53579223,-0.109768756,10.0,1
0.4953785,0.29213554,0.4039268,-0.34361213,0.45659712,-0.034591567,10.0,1
0.50448126,0.17687882,0.5570663,-0.49487954,-0.09613105,0.72600657,10.0,1
0.27619222,0.3038734,0.4953999,-0.03225086,-0.48481223,0.53334606,10.0,1
0.14413288,0.25972816,0.5391688,-0.11123252,-0.47126573,0.009692949,10.0,1
0.2261267,0.31691164,0.43393874,0.29204577,-0.39400584,-0.30577722,10.0,1
0.39360487,0.36454743,0.49721366,-0.17895286,-1.0973835,-0.23836124,10.0,1
0.5564631,0.46591038,0.36611253,-0.12401568,-1.9119614,-0.29208103,10.0,1
0.7080285,0.5516685,0.3968773,0.35930958,-1.435451,-0.7329479,10.0,1
0.87619114,0.5801747,0.39263394,0.12647341,-1.7787293,-0.6713148,10.0,1
0.8495671,0.67517257,0.30335099,0.19358502,-1.5417395,-0.95528364,10.0,1
0.87646496,0.8336507,0.19784726,0.92739946,-1.2277874,-1.6341609,10.0,1
1.0571182,0.97724235,0.35933673,1.9737926,0.10796009,-1.7227299,10.0,1
1.2241172,0.85195893,0.36991104,1.208781,-0.8541413,-0.7655145,10.0,1
1.0188934,0.7931328,0.3046856,1.4250295,-0.8803411,-0.34351802,10.0,1
0.8460765,0.8087034,0.54457575,0.79241526,-0.020955252,-0.36604068,10.0,1
0.8197263,0.7898134,0.4237751,0.7662402,0.7784389,-0.098050855,10.0,1
0.73379695,0.8168138,0.5006015,-0.27041334,0.118827075,-0.03793955,10.0,1
0.6831155,0.82235765,0.09538921,0.18004094,0.4711857,-0.12742169,10.0,1
0.69273174,0.89856815,0.28305784,0.47953218,1.3741884,-0.3050163,10.0,1
0.76483566,0.98887765,0.4959817,-0.63138545,0.69879717,-0.23851345,10.0,1
0.65707326,1.0973586,0.41066843,-0.997684,1.608201,-0.58289796,10.0,1
0.7385537,1.0576279,0.21937235,-0.50857586,2.2853787,-0.62109524,10.0,1
0.8278025,1.0291216,0.35704395,-2.4461384,-0.34875152,0.47125643,10.0,1
0.70775473,1.0557799,0.2517113,-1.7013667,-0.46620438,0.96036464,10.0,1
0.87872344,0.9330972,0.51432425,-2.3277416,-1.4811522,1.694331,10.0,1
0.8456317,0.83905745,0.5188414,-2.6185586,-0.53542566,2.3564684,10.0,1
0.5416112,0.7582615,0.13388798,-1.2731307,0.3294682,1.4913222,10.0,1
0.29727244,0.5410257,0.3568386,-1.0066627,0.8908304,-0.10916002,10.0,1
0.503968,0.17674196,0.33781165,-0.52531564,1.2597128,-0.08541986,10.0,1
0.43357515,0.0974516,0.3528005,-0.53627264,0.18968584,0.19154868,10.0,1
0.34963074,0.09118913,0.4341783,-0.037729356,0.31145576,-0.31810385,10.0,1
0.42231646,0.0036172785,0.40088114,0.12403852,0.25325033,-0.3147559,10.0,1
0.3891561,0.035887796,0.38045114,0.31974265,0.33973974,-0.26134053,10.0,1
0.46351862,0.1643881,0.2807308,0.7283473,-0.123224095,-0.18433721,10.0,1
0.54869497,0.40407285,0.24979493,1.3328083,-0.6722307,-0.2411005,10.0,1
0.60608375,0.56850535,0.4894112,0.77202314,-1.216325,-0.55687505,10.0,1
0.7559039,0.72246623,0.3744967,2.1672137,-0.091218576,-0.9131296,10.0,1
-0.14032896,-0.8364919,-0.40940562,0.04152138,0.08506735,0.024609143,11.0,1
-0.044796474,-0.8988522,-0.38934988,0.038152896,0.080808744,0.024574235,11.0,1
-0.08102266,-0.84656763,-0.45347232,0.03541273,0.07702138,0.024312437,11.0,1
-0.0030885204,-0.81789666,-0.45530438,0.032375857,0.07386234,0.024033183,11.0,1
0.06952666,-0.85763085,-0.42953318,0.02984513,0.07197738,0.021624628,11.0,1
-0.044775404,-0.82760173,-0.53037405,0.027052604,0.07030186,0.017749999,11.0,1
-0.051718585,-0.83511287,-0.46640772,0.024242623,0.06773623,0.01308997,11.0,1
-0.048403095,-0.8280423,-0.5162426,0.021380283,0.06391396,0.009459685,11.0,1
-0.07789296,-0.8144509,-0.5701983,0.018936822,0.059812434,0.0062831854,11.0,1
-0.011359051,-0.7987038,-0.6338228,0.0146084055,0.056374136,0.0019896755,11.0,1
0.01223437,-0.8049038,-0.49340472,0.007225663,0.0538085,-0.0022340214,11.0,1
-0.015948255,-0.81337833,-0.51037866,0.00012217305,0.05050983,-0.0051487214,11.0,1
-0.004577714,-0.8326516,-0.4460302,-0.0043458696,0.04761258,-0.008115781,11.0,1
-0.045153685,-0.828571,-0.50396407,-0.0069987704,0.04420919,-0.009302605,11.0,1
0.035920687,-0.83987457,-0.5080228,-0.008185594,0.04548328,-0.012007865,11.0,1
0.015250106,-0.8349778,-0.52839553,-0.0085870195,0.04852015,-0.012269665,11.0,1
0.008429505,-0.8349185,-0.47066656,-0.0067020645,0.051330134,-0.011571533,11.0,1
-0.038039077,-0.8120011,-0.49465457,-0.004537856,0.05445427,-0.009704031,11.0,1
-0.012856863,-0.85506046,-0.46067983,-0.003281219,0.058433622,-0.009826204,11.0,1
-0.031567074,-0.84937847,-0.4772994,-0.0024085543,0.060999256,-0.009285152,11.0,1
-0.08390336,-0.8034021,-0.54358816,-0.002268928,0.060370937,-0.006405358,11.0,1
-0.0992004,-0.7928112,-0.576224,-0.003577925,0.05784021,-0.004415683,11.0,1
0.070585854,-0.8326583,-0.520826,-0.005986479,0.056478854,-0.006143559,11.0,1
0.00028443118,-0.82460815,-0.50604427,-0.009005899,0.054628804,-0.0084823,11.0,1
-0.0034045547,-0.803949,-0.49553078,-0.014643312,0.05284857,-0.008848819,11.0,1
-0.039249584,-0.8076083,-0.4786354,-0.022270402,0.051714107,-0.007836528,11.0,1
0.0025713728,-0.81693614,-0.46467143,-0.022270402,0.051714107,-0.007836528,11.0,1
-0.077649705,-0.8263606,-0.503695,-0.02857104,0.051138148,-0.007452556,11.0,1
-0.05577628,-0.8240449,-0.4903699,-0.03143338,0.04979424,-0.0072954763,11.0,1
-0.07519517,-0.8518053,-0.5129309,-0.02932153,0.048537605,-0.008080875,11.0,1
-0.08172656,-0.8323126,-0.46668735,-0.027715828,0.04675737,-0.009250245,11.0,1
-0.04315405,-0.8124264,-0.5662086,-0.026825711,0.045029495,-0.009285152,11.0,1
-0.09541085,-0.8270358,-0.49176708,-0.027104963,0.04447099,-0.008395034,11.0,1
0.042190623,-0.905103,-0.5015201,-0.027017696,0.045256387,-0.007749262,11.0,1
0.13252099,-0.93138087,-0.35460618,-0.02687807,0.048572514,-0.008953539,11.0,1
0.055320423,-0.8646315,-0.5465628,-0.024102997,0.053023104,-0.013177236,11.0,1
0.043404963,-0.83101875,-0.58744895,-0.022549653,0.055065136,-0.016126841,11.0,1
-0.05321736,-0.7530607,-0.58172685,-0.02417281,0.05401794,-0.013404129,11.0,1
0.0127026765,-0.7323624,-0.48303017,-0.024190264,0.054314647,-0.008412487,11.0,1
-0.0997252,-0.73079175,-0.39748824,-0.023980824,0.057560958,-0.003281219,11.0,1
0.000341892,-0.83273876,-0.30775836,-0.020804325,0.06106907,0.0020594886,11.0,1
-0.019401653,-0.8647464,-0.36037812,-0.016667895,0.06543239,0.0068416907,11.0,1
0.023409545,-0.896074,-0.36309698,-0.013316862,0.07002261,0.012007865,11.0,1
0.027567795,-0.8915146,-0.44098896,-0.011309734,0.07403687,0.017034413,11.0,1
-0.0020906169,-0.87537086,-0.41553956,-0.0056897732,0.07731809,0.021188296,11.0,1
-0.028401935,-0.8552222,-0.49998206,0.0032463125,0.080215335,0.025115287,11.0,1
0.024158454,-0.8401254,-0.5202629,0.011257374,0.0829555,0.02846632,11.0,1
0.0065189325,-0.81721383,-0.49725467,0.014294246,0.08421214,0.030997047,11.0,1
-0.018285954,-0.83252037,-0.46861616,0.014992379,0.08461356,0.032724924,11.0,1
0.0044790725,-0.85982674,-0.36347526,0.017208947,0.08543386,0.034679692,11.0,1
0.52929676,-0.6497232,0.47402224,0.52092844,-0.6077585,-0.3998724,7.0,1
0.50929844,-0.69525605,0.5159074,0.54300684,-0.028029988,-0.26666886,7.0,1
0.46237975,-0.6600785,0.44362354,0.3160442,0.0988729,0.0021467549,7.0,1
0.62284005,-0.7169715,0.6537694,0.09904744,0.5087635,-0.15676548,7.0,1
0.42446512,-0.7350218,0.4970593,0.23005185,0.7616617,0.6483375,7.0,1
0.4881011,-0.73674476,0.59219235,-0.26251498,0.64571947,1.104008,7.0,1
0.39568684,-0.84459,0.6561099,-0.68263316,0.42891467,1.142126,7.0,1
0.5380355,-0.9444148,0.79772407,-0.5579294,0.41891393,1.3130461,7.0,1
0.5071072,-0.9495758,0.62290806,-0.79983205,0.29497808,1.314966,7.0,1
0.28547984,-0.9815097,0.7800606,-1.0981437,0.11665781,1.1749905,7.0,1
0.42629433,-0.9476825,0.72393954,-1.1189655,0.09847148,1.2451876,7.0,1
0.6098731,-0.96332437,0.6181082,-1.048908,0.33227578,0.866364,7.0,1
0.21586314,-0.91215736,0.6907559,-1.3639922,0.3485597,0.97773343,7.0,1
0.09474526,-0.8811054,0.6040513,0.06379178,0.041905355,0.88613856,7.0,1
0.49097985,-0.7061554,0.3478842,-1.2255528,0.14222687,0.6864729,7.0,1
0.23032412,-0.8588193,0.45667,-0.20474458,0.11285299,1.0910926,7.0,1
-0.15544882,-0.82853556,0.32307357,-0.03635521,-0.04017748,0.30792844,7.0,1
0.068320945,-0.67049617,0.24985889,-0.699336,0.2556733,0.85482734,7.0,1
-0.27069896,-0.67074907,0.04934833,1.0882652,-0.020018926,0.50928706,7.0,1
-0.27196506,-0.51676834,-0.0063704913,-0.17071065,-0.21989404,0.34510395,7.0,1
-0.13581157,-0.7527657,-0.043472,0.0049043754,-0.19282398,-0.06544985,7.0,1
-0.3634695,-0.70546305,0.28295252,0.614862,-0.10150835,-0.23628268,7.0,1
-0.33044198,-0.5998261,0.12830336,0.46663123,-0.056618482,-0.68495446,7.0,1
-0.2937992,-0.7086023,0.18653896,-0.37487927,-0.15899949,-0.80808747,7.0,1
-0.25466263,-0.7616291,0.14509246,0.5512797,-0.16470672,-0.45312238,7.0,1
-0.23058844,-0.738526,0.11347846,0.6404835,-0.45844564,-0.57690114,7.0,1
-0.08574785,-0.7334369,0.29570305,0.3421718,-0.5340882,-1.0638131,7.0,1
0.04352946,-0.78465456,0.46300417,-0.018570304,-0.21364576,-0.63170445,7.0,1
-0.09482858,-0.8619307,0.5028322,0.45094073,-0.23095942,-1.2119915,7.0,1
0.1277546,-0.8029357,0.6102437,0.98605865,-0.4002738,-0.51326644,7.0,1
0.16850105,-0.895033,0.44656554,0.752202,-0.58407444,-0.62001073,7.0,1
0.21367677,-0.9632333,0.12911355,-0.4426504,-0.4799481,-1.1136248,7.0,1
0.2925063,-0.9778341,0.44067773,1.5708487,-0.32951817,-0.19097392,7.0,1
0.28240567,-0.9435913,0.9164305,0.9308539,-0.5119574,-0.8613898,7.0,1
0.2930723,-0.9722643,0.56380963,-0.39058724,-0.4902281,-1.0171779,7.0,1
0.39299193,-0.9578741,0.49742317,0.6640454,-0.35260886,-0.44652504,7.0,1
0.4679745,-0.7992391,0.4926587,-0.12849113,-0.3048043,-0.6157871,7.0,1
0.4396386,-0.8293246,0.8033897,-0.71518356,0.32258922,-0.9195267,7.0,1
0.59482986,-0.7673005,0.54409385,1.0851235,-0.45444882,-0.35664058,7.0,1
0.30532488,-0.7014197,0.7003873,0.7167369,-0.44834018,-0.40496874,7.0,1
0.59029424,-0.6616175,0.32141584,-0.47907543,0.08365363,-0.4571192,7.0,1
0.4531046,-0.8932862,0.7914493,-0.13395402,-0.039776053,-0.44258058,7.0,1
0.36900967,-0.8011325,0.6312303,0.28834584,-0.30024898,0.3640757,7.0,1
0.62142366,-0.727392,0.44820705,-0.14824827,-0.0935671,0.15074408,7.0,1
0.5290506,-0.72436476,0.53578216,-0.50913,0.18882717,-0.1423316,7.0,1
0.47927126,-0.7063431,0.6475923,-0.39296088,0.20771164,0.18598229,7.0,1
0.48302928,-0.7341111,0.59360397,-0.21879448,0.3237062,0.42357394,7.0,1
0.45823774,-0.7493985,0.4990972,0.027820548,0.39516,0.5844584,7.0,1
0.43212852,-0.8781894,0.6222252,0.021519909,0.111927964,0.5799729,7.0,1
0.4272673,-0.9330319,0.6258319,0.10920525,0.28902653,1.0143853,7.0,1
0.568983,0.78563046,0.12737632,-0.52382565,0.79463094,0.3591364,10.0,1
0.76315176,0.7408809,0.19431438,-0.704729,0.16708037,0.15299556,10.0,1
0.5672783,0.7864924,0.1175668,-0.19538961,-0.22860323,0.041329395,10.0,1
0.7215205,0.733321,0.035051115,0.11728612,-0.27469736,0.14817846,10.0,1
0.6742771,0.75567234,0.1651549,0.1643402,-1.0995574,0.35044464,10.0,1
0.5636037,0.8427638,0.3748793,-0.68704885,-0.0019198621,-0.24277529,10.0,1
0.49425998,0.8853652,0.38373786,-0.9720262,-0.1829105,-0.22916172,10.0,1
0.7495987,0.8237012,0.011495041,-0.11203268,0.37576938,-0.1115789,10.0,1
0.6709434,0.801618,0.06659233,0.9462826,0.5462008,0.035342917,10.0,1
0.8666426,1.0979991,0.42965674,0.44846234,0.23446754,-0.16210619,10.0,1
0.8499435,1.1712444,0.8062436,0.03693117,0.8017868,0.09937905,10.0,1
1.0246723,1.2003647,0.77928394,-0.4469439,2.0894907,-0.38631117,10.0,1
0.72693235,1.2444457,0.5874749,-2.350051,1.8338872,-0.7910879,10.0,1
0.89363766,1.155257,0.5605573,-2.7433958,2.341307,-0.88350314,10.0,1
0.93516666,1.0410151,0.0837846,-2.3242724,1.6668767,-0.9618684,10.0,1
0.80336094,0.8251683,0.10404052,-2.3219512,1.7069669,-0.66357416,10.0,1
0.76284534,0.631351,0.20553648,-2.4163735,0.7394262,-0.083531454,10.0,1
0.53455245,0.46423188,0.07643441,-1.8117739,1.2804608,-0.11217231,10.0,1
0.21489587,0.30391327,0.124910295,-1.1723377,0.8381071,0.0667763,10.0,1
0.22372761,0.137341,0.06166889,-0.38575268,0.8443205,0.027331855,10.0,1
-0.047449246,0.16735183,0.061077047,0.29286626,0.39796996,-0.024975661,10.0,1
-0.008075164,0.1692241,0.34922594,0.09320058,-0.005497787,-0.005969026,10.0,1
0.0029218837,0.15420286,0.56000954,0.2984862,-0.76544905,0.17833774,10.0,1
0.16363315,0.22511625,0.0017745823,0.8761204,-1.3161353,0.2006605,10.0,1
0.10608995,0.15086056,0.25617576,1.0544931,-1.5056083,0.36372662,10.0,1
0.37725917,0.32217622,0.27601317,1.2974952,-1.438989,0.4833864,10.0,1
0.47169986,0.5637703,0.34548044,1.1589684,-1.7278236,0.3622431,10.0,1
0.53316194,0.7025919,0.46977687,2.0578303,-1.2985773,0.0323235,10.0,1
0.7058126,0.8949478,0.38870728,2.0036554,-0.6332055,-0.41823325,10.0,1
0.6426459,0.9528588,0.6993817,1.8590374,0.19867083,-0.6483375,10.0,1
0.7157198,1.0182588,0.4838222,1.1290884,-1.3901896,0.4068537,10.0,1
0.996031,0.9624289,0.79118407,1.137309,-1.1394731,0.4113392,10.0,1
0.639181,1.0865176,0.69276893,0.566691,-1.0437592,0.21347122,10.0,1
0.71847695,0.9692543,0.62774336,0.6057863,-0.77232563,0.23794073,10.0,1
0.8194002,0.9112735,0.26953924,1.0175095,-0.39694023,0.51265556,10.0,1
0.823476,0.8691163,0.16206065,1.0009638,-0.9206088,0.7124085,10.0,1
0.7035965,0.8917817,0.29750544,0.7383441,-1.0950894,0.6862984,10.0,1
0.6503983,0.8784739,0.24233823,0.44996333,-0.8111418,0.36264452,10.0,1
0.5394443,0.8055397,0.32933682,0.13217378,-0.8635889,0.011519173,10.0,1
0.71474487,0.7941031,0.13780929,-0.14245377,-0.1370607,0.20938715,10.0,1
0.6486572,0.7753718,0.24749151,-0.47530553,0.21640338,0.11325441,10.0,1
0.62643325,0.7965279,0.34261507,-0.76234233,-0.25623178,0.008866273,10.0,1
0.6255465,0.79071957,0.10159268,-0.4243419,-0.2382898,-0.021816615,10.0,1
0.6280757,0.76380396,0.17266312,-0.3695909,-0.40240312,-0.18484782,10.0,1
0.61492676,0.7901641,0.1686016,0.037227873,0.1550376,-0.057491146,10.0,1
0.7874712,0.7737246,0.18529685,0.2872463,0.4075344,0.1359786,10.0,1
0.6766397,0.7467984,0.30057192,0.46617743,0.6995978,0.037891097,10.0,1
0.82276934,0.8508007,0.41657576,-0.22238985,0.9952042,0.03382448,10.0,1
0.76598555,0.8815651,0.48606318,-0.75576246,1.0091668,-0.1778665,10.0,1
0.9051892,0.8781797,0.317723,-0.34782666,1.4727961,-0.16947147,10.0,1
0.5363523,0.92398864,1.4220157,-1.2892693,0.9082975,0.25607997,20.0,1
0.9119439,1.1620837,2.0284472,-2.7142406,2.8425472,0.55472904,20.0,1
0.9233497,1.7025541,1.7078663,-3.9491334,1.5913222,-0.78677136,20.0,1
1.1529678,1.781122,1.0046344,-4.1979356,1.53413,-0.7932411,20.0,1
1.3123034,1.4252796,0.41365966,-6.0553465,0.8498794,0.24106258,20.0,1
0.8875394,0.98552907,-0.81519014,-3.134525,1.086757,1.8085278,20.0,1
-0.12656796,0.45076042,-1.6092713,-0.63561004,0.2592388,0.9021062,20.0,1
-0.50030226,0.32948294,-1.265373,1.6877463,-1.1280868,-0.95678836,20.0,1
0.17946033,0.5851089,-0.93749917,3.66083,-1.983522,-1.0775527,20.0,1
0.879912,1.3162181,-0.23099491,4.8979216,-3.1768777,-1.9707056,20.0,1
1.4114192,1.8012514,0.8075954,4.1314664,-2.8502977,-1.8473161,20.0,1
1.5682952,1.4585125,2.0289092,3.359805,-1.3058465,-1.0658096,20.0,1
1.2644925,1.0793622,2.739686,1.3814479,-0.818682,-0.76732045,20.0,1
1.3404107,0.60964817,3.4713588,-2.2029831,1.3832331,0.41250208,20.0,1
1.5334537,1.1565897,2.7742639,-4.2467985,2.7685866,1.6872634,20.0,1
1.4736311,1.8405597,1.7660471,-5.300772,3.1930492,1.1773734,20.0,1
1.2641078,1.8577493,0.80453223,-5.1620975,2.2804174,0.52256197,20.0,1
1.0003238,1.2147335,-0.029739687,-4.1957383,-1.2523077,0.41605377,20.0,1
0.6118368,0.6686819,-0.2434609,-2.4180658,-0.4279078,2.067107,20.0,1
-0.113494374,0.31169268,-0.9163688,-0.8098442,-0.33560085,1.4681131,20.0,1
